4432,537
4953,4794
4759,4157
249,3225
5714,5207
5771,5780
5272,793
335,5195
441,2758
5017,5942
363,4727
1454,5754
1097,4987
1946,722
1821,5366
3892,2006
4432,5351
88,842
4690,4776
3977,2544
5901,1470
1558,1716
31,3626
4597,3630
1396,945
987,2228
2775,4336
4767,5424
458,5144
5639,2244
5268,1624
295,5387
4422,5845
2953,4550
349,5136
3436,6112
1153,1618
4945,5446
3163,2407
5910,3374
582,3431
591,3309
4106,3986
5124,4239
2190,845
2587,2604
643,4681
5400,5720
1301,4735
4413,4964
4580,2573
4580,750
1269,4321
2021,2566
4948,4560
2342,5666
3391,5816
5921,5976
1337,4632
5901,5702
6108,2591
4693,3404
2396,101
1894,1821
2972,1325
490,3515
4275,694
1926,2738
5766,1042
1353,760
3528,5769
302,4197
4247,77
1019,368
1716,1074
5552,5538
3104,1689
4340,1417
1301,1534
4385,1194
956,998
2626,4546
2781,4038
2167,3402
4953,2213
980,5570
2697,649
943,1752
832,1193
4452,723
3097,4703
314,311
5580,4575
131,2058
3181,874
1062,522
3887,1791
1281,5995
104,4212
4148,4650
3762,1615
5011,5434
1127,4312
5421,5087
2605,35
2939,1864
1329,2276
4733,983
3262,5940
3202,3576
3487,585
2433,5012
4,2770
765,3752
1507,809
4835,1581
3265,3631
3291,5197
4336,2044
1024,4161
3564,3740
4483,794
2186,4212
335,541
4113,5333
556,696
5062,987
5425,1849
1497,1997
992,4205
502,1528
3582,3793
2406,2201
574,280
212,5440
3831,485
796,4311
2038,992
4683,4137
3881,1081
591,1289
4220,3161
2386,948
380,3288
1939,2547
3138,6036
4747,1061
4814,2988
1361,868
3117,1616
1683,2463
1860,1105
1704,2638
5635,5606
2636,2959
5967,4677
4875,1255
4317,464
4591,1328
2836,3463
3493,2517
4696,4977
4822,5557
5726,2008
2029,5861
2090,5540
452,2161
332,92
3647,1145
3532,3796
4310,3331
172,3140
1369,4721
3464,3385
273,908
2081,1147
304,2266
4973,1952
1309,2956
4832,1333
3336,5105
4865,4867
4723,5987
73,676
5451,1590
3598,1934
1001,5201
1718,2359
3629,5094
4270,4804
631,904
2947,1158
5369,5323
6106,171
3453,4774
981,1542
1006,3340
3499,4597
5215,4058
3454,1272
1479,3164
490,3668
2146,4614
2837,265
4532,4125
1056,3340
3786,2945
2043,5403
1416,5124
5832,4879
5700,4991
96,306
4586,5776
2752,352
2474,5473
5813,440
3194,1696
5847,792
4996,5018
4807,2452
5730,3400
3874,846
4591,1922
4380,4555
764,642
4864,5118
3778,4962
3674,2998
3429,5754
1599,4098
1916,4246
654,3988
3279,3921
5004,3530
3688,4580
5103,2869
1946,2138
4354,5820
3778,5865
5820,340
2974,2050
294,2846
4439,1233
4265,140
832,1363
556,5147
3579,1881
2384,2799
2943,1772
4384,5095
6114,5696
4114,2305
5642,5562
4215,4442
4695,2042
2622,5303
6030,1567
3527,5944
4060,3637
387,4586
3468,3602
4985,3830
4906,5976
4357,5371
4170,4430
3660,2492
3601,3176
1442,5616
3970,1484
873,2690
2167,2560
2201,4512
3723,5465
6003,2889
1358,2323
1998,3071
436,6076
5714,5882
1315,6101
2949,6104
4668,5286
4638,2515
6084,3107
558,1194
352,5861
1765,391
1908,177
5899,3060
1149,4049
4711,729
1104,4437
4803,3562
5485,2854
6061,985
5985,317
1209,2422
2643,3596
5790,2311
179,5401
1650,4091
3151,2603
1032,4108
2993,3856
2592,3835
5384,4017
2345,2303
4982,871
5684,3623
3247,5543
718,1545
3265,1256
2380,720
1209,3678
3044,1117
2041,4206
875,5813
3634,1980
2211,5093
5794,288
3800,2365
492,4877
1934,2184
3110,4291
3569,2660
2720,1903
3455,1263
5180,5146
6015,3248
2348,481
3138,1879
1149,123
574,3648
1320,4697
3750,4429
255,3930
3671,3077
1934,5522
2460,4968
941,2612
480,762
4013,4904
807,2525
6084,3396
3578,4537
3430,4527
2204,3806
4690,5999
4899,1158
4380,3729
5556,318
4221,2755
2665,5633
1148,1656
5164,1477
460,2743
1927,2379
5702,2502
5004,31
4449,137
5631,3427
177,4363
5915,2092
5662,3732
1815,1145
3045,4284
3082,2346
1757,4753
3634,762
1735,2772
5354,5143
4436,1036
2088,689
4750,779
4423,1901
2924,1043
2120,5922
5774,5446
228,5113
3270,5104
4765,1682
1212,2408
2177,3937
2924,1422
3874,1985
3549,1103
4540,816
339,1856
3277,4766
2259,3243
4828,4871
4708,4945
2498,4989
3735,4427
4213,1534
1905,4875
3156,3863
5443,5524
4566,3153
5487,4189
3788,2187
2735,4783
2979,1831
763,5931
4265,1022
2541,4739
4348,3706
2691,3925
3271,3008
1318,220
948,2117
3466,2011
5315,2361
2592,937
816,5282
166,5636
5306,4478
455,1535
1778,4386
1264,6036
4582,3115
2640,4783
2488,2235
2790,4177
3857,1572
2918,1132
2218,978
2818,4818
5431,5471
5124,3550
1753,610
3952,3998
3690,2844
162,5801
4478,4444
2620,5426
4690,4255
5594,3528
5801,4866
3903,2235
4302,3054
4590,1924
1855,1520
2430,4774
3503,4264
4355,4148
4383,5187
5812,4929
2279,3785
2115,2861
5688,5854
1734,1016
5576,1070
2939,2479
2818,296
575,4685
4413,1241
3152,6084
1881,4466
4623,1211
4814,2350
4122,1124
4886,5740
1715,3413
1036,4199
1071,3432
970,5743
4348,423
3030,7
5983,1484
4803,1615
1628,5161
2299,3134
5008,3622
1112,6005
3701,4716
1101,142
2216,4424
4639,3418
2815,380
5218,5030
5405,802
2629,4547
454,2104
4575,4385
1716,4164
4198,2357
2516,4805
360,3388
4146,1398
5289,2925
4422,1973
1089,5275
4546,3805
960,426
4793,3552
1907,2537
5369,2157
3892,1432
1076,1739
3234,6039
4047,1299
1607,4791
2342,252
5216,5488
5012,2134
1047,2851
6030,1300
698,4604
108,5020
2283,3869
4788,629
111,2762
2960,3994
2265,771
1332,2157
4134,363
1965,1137
2939,5811
201,178
2524,1061
2625,4232
4665,3406
5273,5053
1441,4853
615,1922
6110,740
5008,2677
4985,4377
2015,2442
5586,2361
5971,5743
4243,6116
4653,2531
2567,5526
5849,3649
5266,1933
4382,5789
3527,4396
5594,116
4647,5806
615,3372
5768,3471
504,3338
3426,1395
3308,1902
4306,5270
1301,1463
3625,3453
4340,4619
2321,2340
5040,2432
2398,3319
3903,1652
763,708
4828,4539
5533,3205
3476,2388
2490,1716
2624,4293
4035,1029
5701,47
611,391
4686,3743
471,1393
2460,3442
2565,3779
5906,1779
1820,2217
4441,5431
1411,6046
2643,831
3885,41
611,4288
134,3715
4540,606
5583,1360
4599,4880
2309,3889
2940,4903
2094,5636
5832,5905
5235,4944
4585,1676
1600,4959
3187,278
5897,1413
111,5450
1637,3611
5294,3117
5575,1270
3894,3326
1549,724
4280,5776
970,2640
914,5456
5882,5406
2294,6098
1905,2725
1755,4578
2639,5038
3917,3751
4,3840
1984,1345
679,5312
2972,4742
3270,2889
570,575
5517,999
3808,5398
3868,4777
1483,915
351,657
2592,4601
5758,2047
2837,1460
2720,894
497,2982
981,5978
5918,408
5578,4122
2311,3959
4788,5710
4510,5345
4649,5522
2507,3777
3169,3452
4975,1958
5470,3318
3169,22
1521,605
2626,1281
301,4338
4899,2944
4554,2520
712,6046
2968,2649
823,4147
896,797
5811,5142
1901,1785
3407,5839
255,1879
1042,1932
3779,5287
2219,4314
105,5634
862,2929
3656,796
371,3848
3022,4548
224,2792
2677,5063
1230,1217
5206,5856
4373,4346
5219,4726
4061,4648
1080,3913
399,358
5971,4181
495,1996
4277,1808
3301,2078
2124,5087
1615,2305
5598,4626
5028,1541
6010,3542
4120,1958
4786,4353
2111,2585
1205,2834
1450,4588
3872,539
671,31
3127,387
5711,3781
490,6079
5077,6106
3245,5093
1105,3068
4795,2429
1964,1399
1964,5907
4354,994
3147,4244
1097,4308
4365,5099
2259,5085
3862,799
3184,2887
2056,4680
3631,5171
5194,4710
2839,32
5049,4084
3407,3521
3611,3727
4413,4009
521,539
3173,1506
3565,1671
1168,1458
4532,427
5594,951
1743,3786
4814,2262
4061,2307
2506,904
2246,912
1061,2206
3430,2789
497,2036
1815,3887
1623,4324
5738,5061
632,3747
1644,1347
3598,1644
415,889
3645,608
3795,5173
1284,3975
5753,104
5057,5060
466,1615
4808,3161
575,4399
4814,4999
970,4509
1743,3980
3436,1538
1135,4243
3040,5104
5896,3556
303,4976
3908,5903
778,2675
2551,38
1204,5652
817,4851
5047,1167
3807,698
5016,5618
3666,2865
5973,5602
4696,1093
5623,854
5400,4320
3909,2367
5774,770
4911,5355
5878,1247
4751,4232
5917,2307
3026,264
663,5219
2961,1889
5688,2300
3203,1500
2372,649
1119,116
3085,4058
4953,3887
507,1500
1183,5511
1230,4667
261,2225
1466,3744
5684,1061
323,1069
4522,4250
4592,5232
958,4615
4623,5412
301,234
521,1563
2726,1666
2111,2580
2205,3762
4891,1511
4910,5865
5335,2143
2636,3280
4857,3115
1878,1413
4889,1743
4235,3188
4409,4372
69,2151
4364,4943
4809,4579
5025,3259
3654,712
5425,1942
927,3522
611,1304
302,3244
289,4501
3742,5606
3719,4338
2710,3153
206,3496
1580,5486
5586,3168
5091,732
3846,1297
3692,2425
174,449
5583,4639
3292,1534
240,1153
1283,2051
5422,1179
5198,5753
3181,2590
3188,5549
31,5185
2259,1661
1980,3094
2193,370
2190,4791
5915,4384
5096,3101
2407,4140
4411,1334
2204,4929
3035,421
4896,2926
5579,2098
1625,4762
16,4584
4382,3521
3003,5328
849,1396
861,2869
27,3962
36,4046
1861,5083
5027,3192
6011,735
3611,1653
4828,3752
630,1839
3521,107
2043,4953
4113,5958
3802,3323
5824,553
655,5655
2379,1913
2111,1804
1283,1578
836,177
6080,4532
6063,4846
786,1100
4492,6036
1379,331
2107,217
2784,505
1098,959
3163,2147
4124,407
914,2662
1698,4507
2383,5981
1558,5726
6110,3043
5533,3012
5779,4800
652,1954
2601,291
4441,4935
926,5840
4946,5209
5878,1328
3021,1934
5832,861
2720,5234
4146,5232
3384,1459
12,4471
4632,4484
4678,217
1755,143
4986,4557
5164,5360
207,5722
5207,3766
4095,2250
4198,480
978,4046
335,2590
4632,119
5719,5475
3680,3183
2810,3252
2216,2407
4979,4743
3315,497
3190,5143
3788,5888
5670,4804
1860,5928
3983,3199
2591,4576
5637,425
333,5416
3115,390
2079,2674
3413,4821
4902,4242
2190,5966
5410,4199
6058,2369
4597,959
4566,2424
579,2865
704,5856
1185,2632
4702,3784
3854,6014
3846,6049
5209,1368
1508,3534
4384,5388
3176,1757
5336,4044
5405,2029
6019,512
697,5524
1104,5475
1535,2128
3039,3603
27,5525
4825,1585
5803,5025
4693,4839
2667,2856
3373,2798
148,3700
806,3937
4665,3367
2256,2211
366,506
2627,4773
5649,4824
4549,3115
1488,2507
6118,1395
1933,838
2487,2887
2445,5273
4711,5585
5125,2866
5441,1068
569,2484
5703,5536
679,4315
4729,5977
4193,3453
4973,2213
3465,60
5752,5783
2735,2489
5901,3079
3429,4317
1584,5631
4885,3865
4693,231
131,5274
5506,5189
5170,2856
1472,5075
102,1081
186,2583
5177,5803
5832,104
4953,5802
4329,3173
1024,2019
4969,4704
4591,1366
4993,2186
5531,5310
591,2452
159,3999
2227,5423
5057,3172
55,4437
42,5673
1815,4727
3490,3005
2896,5196
1904,4091
2437,5955
5594,3620
3728,3802
5785,735
2957,1941
152,4064
2836,5030
591,2241
5065,341
2464,2750
4674,3427
443,3840
1283,1613
269,4233
3671,3151
4794,2427
4270,2952
3100,3969
3499,1792
2904,4091
4421,5491
3378,3300
2460,852
1615,3339
1706,3772
5624,856
4582,2673
134,5705
3361,3473
4286,3038
2585,3404
1203,5512
2344,3356
3236,4034
1209,4360
5892,3113
2179,1913
1244,5744
2284,3071
1245,4616
750,5437
927,158
2352,3376
383,945
2675,3368
4886,5743
1227,5924
3740,4454
5576,4226
2000,2015
1479,1916
3164,2100
3819,2538
5756,1941
2970,2078
1561,726
3903,1796
4172,5344
3968,3305
5940,2091
3420,5922
312,4404
4054,5139
5193,1291
4814,5764
5649,1339
365,5130
4990,3229
4065,3554
1095,3784
3199,5194
3147,2335
890,1643
3912,2082
4707,3185
5584,5100
1509,2702
1369,5066
4961,4636
727,3477
1195,1601
167,2980
90,1897
5594,6059
3126,250
4940,2747
5546,4308
941,1198
4733,1081
6032,4083
3857,2746
1827,5182
5925,114
817,5036
3711,2611
4373,5424
671,3558
3664,5494
5570,3340
5403,4808
217,3165
98,4838
3939,129
5297,3801
2317,694
3178,3053
5524,1048
1885,4227
2662,2076
1285,1933
749,553
4822,4044
3187,3642
3511,520
555,5780
2159,2987
5874,532
3269,3316
1450,5498
3022,2201
2192,5498
5421,5475
5593,5598
1903,505
2521,1660
4946,5136
2667,4142
153,1541
2439,1830
4949,3794
3301,3828
1706,4497
2972,2229
3264,5656
2968,659
3429,1007
5980,5464
3923,5191
987,5992
4393,767
506,1622
3377,1268
1332,3569
2782,2717
449,626
6069,3242
1674,4072
4413,1043
1304,5588
1605,2776
5022,5450
1753,2588
365,4196
5273,3652
1795,3574
1859,5531
3544,751
2769,5078
5089,3630
5208,31
1059,3017
769,2566
4673,5778
1905,4079
3735,2013
1859,1170
3261,2681
5207,5695
5246,5802
5652,5341
2722,3092
3633,3527
4308,668
5762,5195
3822,3667
4850,4422
4802,3551
4133,1401
1861,507
1242,3565
4655,3311
5666,5966
383,884
3335,3297
885,2843
364,4439
2574,1963
138,3519
3430,4261
4592,5761
387,784
2839,3434
3315,4653
2053,394
1463,5761
1202,2318
2629,210
4946,4949
3579,1872
654,263
2422,3353
3424,2434
3870,3480
5400,1290
632,2571
570,1022
2386,3117
298,2066
26,5083
4866,4211
4674,473
5096,3033
3060,5226
3973,2510
667,3286
2658,4193
2000,1226
4197,4909
3919,850
2973,5626
3119,4744
314,1835
2640,4059
3787,4326
1909,164
570,3803
1568,1336
4577,6115
1496,3860
2803,1281
4309,33
1916,4847
810,3862
5882,6049
4715,2425
1183,5088
43,2887
4566,2030
5067,789
4814,1431
3708,252
5402,3929
2991,510
3937,2544
5644,1120
1369,1409
2890,5883
5377,3385
3948,5830
2753,460
5989,2894
594,4199
4982,4375
3830,4704
3947,1000
117,4307
2142,5698
3601,4232
5915,3683
43,1112
3703,1187
2963,431
6059,330
3299,1388
5721,2130
2583,2555
4478,5424
5836,4607
5968,6005
5707,1188
3207,2811
2783,6099
2211,1286
1096,4905
6106,5608
1404,5269
3157,4519
4071,5141
3335,4842
5803,1692
162,5913
4953,5838
5428,34
2789,733
5400,3166
4955,5937
441,2877
29,1501
5960,4227
3328,1742
1850,1541
2299,4282
3787,2018
4161,5444
444,3591
3381,5963
1486,2045
4965,2712
2949,2031
2319,4033
2334,2499
5546,3825
2883,3932
856,5502
770,467
314,5850
5300,1451
3358,1134
4113,2578
180,3573
2401,5443
4700,3173
5431,25
6028,786
4360,4105
5065,22
2771,5636
4088,1367
514,589
3232,2013
5989,1837
4996,2244
4346,4099
2088,3178
2327,472
3114,5632
4927,3573
4956,5562
4945,47
5102,4893
3777,716
5224,3318
1090,4205
1479,5917
2118,4885
2556,74
4644,4835
6015,762
6103,1411
5155,3671
1396,3631
5098,764
4432,5626
3632,911
449,3423
1965,2045
2299,3438
5905,1240
3779,2017
3751,11
3113,2320
2420,1013
54,5874
2636,4259
3236,133
5121,1941
4194,2507
741,15
1901,5931
622,2145
458,4157
5338,4450
6100,2616
134,4732
5594,395
4539,4386
4445,6100
5476,1032
6060,4770
2840,4303
5589,1431
2728,5425
5024,2310
4427,3881
4353,2220
5771,2089
810,4525
2782,1928
183,1476
673,3295
3056,1770
5272,3038
1032,3145
5180,5021
2111,2638
2969,4060
3737,3009
1984,774
1167,2995
1269,3935
336,6026
3026,3411
5946,3778
296,3161
2783,4437
4457,3834
493,3194
323,1313
3527,5356
4036,4672
5210,4450
2815,3865
1702,758
5292,1790
1019,3996
1568,3338
233,696
303,1598
2273,4503
1361,1998
2553,271
1513,5133
3846,376
563,4308
873,5948
88,2633
5194,3290
1639,5416
3273,3689
6010,1797
822,3361
5343,421
4179,2325
1927,5383
3277,4381
507,1100
2744,3432
4627,3412
954,297
2741,1504
575,1294
333,5495
4036,2678
3499,3417
5934,5605
2136,4281
3492,1351
1098,629
3815,2376
4725,1938
3747,2424
705,1503
3881,1076
5707,6097
1526,1496
2024,3484
1127,5487
6061,3956
2630,3035
4303,4165
4689,1768
4651,4676
1798,675
502,1026
3932,5605
463,2758
5891,4694
4143,1871
1964,4046
3502,5372
5769,850
3271,4690
1285,2043
393,4623
2473,2276
646,803
441,4935
1906,5609
2710,5455
5674,4739
5289,891
2001,4701
5481,31
3499,3970
217,4649
3236,5125
170,1786
3223,3999
2021,1664
5990,2140
3800,2212
486,537
1069,2347
4133,4324
670,2666
4287,5319
3690,2786
1192,1062
212,3182
3476,4431
1332,2599
3793,967
5964,3566
947,2361
933,2008
3026,5010
4175,1512
807,832
2201,636
769,4744
4689,5015
3919,244
2842,3988
1855,2511
2719,2670
2747,2455
5504,808
5967,1682
2441,6013
4850,3745
4484,3996
4980,2703
2380,3509
4283,306
6069,5416
245,5410
834,1392
3703,4395
822,1733
1621,2633
1753,5164
4911,1976
5832,3882
1235,5398
1815,138
450,2736
5980,1231
5440,1999
1508,4737
1916,3956
3115,4296
1135,5108
2546,1540
2460,1429
3315,5678
3362,3507
5506,2028
3258,491
2966,3739
1860,2013
5147,4731
3636,5006
5054,1564
4569,5006
3857,2201
3199,1515
5048,5313
5964,5654
4656,1737
1967,5599
4329,5890
55,2599
756,2236
1985,5886
1992,1323
2718,3397
1646,6108
730,3540
2021,4318
5534,2662
2810,2857
3479,2287
2910,3172
324,5539
3674,2868
3288,4314
719,5121
3236,736
5801,6050
5141,1458
2236,1018
5495,2731
333,4410
1979,3660
955,2554
1757,3385
5714,1916
296,1414
4099,679
2445,3432
4015,861
1782,564
5443,1076
4979,5572
1388,1625
555,2463
5882,956
2810,2707
6118,5756
4270,5813
3040,183
5885,771
4427,3286
6026,4679
2770,1182
2810,5314
4373,2291
6059,1176
5497,269
1771,1146
2627,2256
848,693
2695,4128
269,2623
486,4727
4387,4889
3390,1731
4745,572
5317,5434
5586,5064
5485,1097
5094,4267
3573,3384
4270,5469
5422,5856
680,4115
1291,4060
1436,426
4551,4626
5642,5625
206,571
4095,4921
4371,4136
4448,6045
4695,4245
1609,4484
4507,4176
6049,4955
638,837
3950,3683
1615,1903
4828,1342
3223,581
1876,2746
4247,343
5206,5775
3557,4907
371,4561
1961,2401
3277,3557
1445,3716
48,5302
3291,5896
1983,5403
2284,5864
4803,2806
3369,3424
918,6089
2271,1919
3289,3166
1152,3678
5657,5257
3830,4233
501,2103
5007,3405
4286,707
2548,2493
2815,1553
1812,1787
1,0
2219,1924
3880,2767
5470,2791
3232,2784
4175,3266
3270,1021
4700,5200
5309,4550
279,1233
5653,2502
2159,5843
591,293
3243,702
1113,3891
320,4317
2068,2344
4105,952
5586,1083
4580,330
4975,3999
2148,971
5016,3928
1798,4366
2368,3212
657,1505
3098,1976
2148,1747
1762,3243
743,3353
615,4743
1119,5531
5926,280
464,4657
180,4334
5008,2276
3528,4448
4695,2543
371,5118
2058,712
1358,1956
2158,1128
5812,3404
681,4622
6113,1860
5631,4135
3335,2757
674,1065
951,4297
2962,3665
4428,1195
1006,4101
1628,3200
958,3849
5771,3089
665,5961
3889,5685
5600,1973
4072,232
1983,827
2140,1169
1218,4489
4036,3362
217,1783
24,4458
5644,592
570,4655
1984,137
460,4656
2162,554
3743,2334
1280,5315
3801,5071
2810,1509
3117,1160
988,3120
5135,4548
2179,473
5337,4387
2987,5192
2565,1063
6028,4776
3007,377
473,5833
3587,5614
628,1903
3758,2572
4437,3729
5386,872
5073,3390
5824,6116
3081,1632
3397,4049
1851,394
1566,1691
4879,4700
2043,5938
5971,2945
2735,2698
2269,2480
5885,4881
5421,438
1149,1945
2943,759
4960,3481
1554,5829
1948,1027
5049,2387
4862,1439
1641,3543
4993,1598
1718,4256
35,3483
327,3581
496,4811
3991,6095
3517,2323
2476,5760
1468,1919
2764,2139
554,6001
5846,1820
4432,540
4034,4723
5704,5693
4273,2892
3723,2348
5642,3140
3791,2419
6069,3078
2072,4387
2357,4726
898,5149
4956,2357
5643,1849
3854,1300
2632,1047
622,2323
3288,4204
3089,4263
3284,699
875,6090
3730,5736
6058,5916
2741,3309
4042,5065
3163,1340
364,209
262,5094
3379,3681
4566,790
1301,172
5233,1884
5553,4760
1628,3575
464,3139
2094,1485
891,4568
3920,614
2342,1490
1889,2760
35,3506
756,4024
3653,4288
1185,4452
615,161
201,926
4629,2155
3438,3142
992,226
3270,3684
4899,5321
3859,5595
2148,2918
3328,2666
4160,4430
1059,4476
822,3168
312,1859
1514,3098
3638,1243
848,2433
5159,93
719,5816
1600,3975
1104,740
5088,5084
1535,3750
51,630
3518,1322
4695,629
772,2441
1387,3352
6114,262
4833,4594
2412,3993
4385,5632
5338,412
2587,4506
4439,615
622,4440
1055,1354
539,72
5882,4663
4839,3106
415,1522
2572,5300
2299,435
575,3653
3917,5438
539,5013
170,4754
3912,393
224,3885
333,5610
788,238
1380,5265
2396,2846
5703,3999
3438,2542
4862,288
4803,772
5520,341
4015,4163
3234,1219
4067,3710
3521,5363
4715,3983
4690,3959
5202,1743
4945,3660
1698,3917
2987,4657
3779,2356
5198,654
4193,4536
570,5182
303,2342
4301,644
2312,1792
3594,1789
1869,5654
4432,2733
4665,1896
5532,1882
970,5517
2833,4311
699,4410
5330,3125
3250,1864
30,2509
4236,399
3712,361
4881,270
2256,4015
1430,1662
1631,4490
4550,5526
5155,2457
3923,3114
1230,5179
4047,3080
2189,4966
2610,1411
2179,4024
3690,5627
1205,3817
4376,321
221,6007
3954,2706
1869,4982
3930,225
419,2072
324,3447
4808,2361
1542,5591
917,5199
2304,5026
281,5947
41,5848
4078,5337
213,1137
5779,4933
4783,2103
1205,4610
4553,4176
4033,2479
3636,2414
4213,4718
5737,4452
4012,4566
188,538
1165,1555
3820,2186
5808,2767
1908,4793
1881,2007
4665,1150
3202,3736
3280,5196
2666,2609
4982,5441
144,5156
3609,5031
3040,1555
3292,1547
4803,2355
1276,3703
5365,4681
1859,5913
1315,1163
598,3221
262,3841
170,5413
329,162
4864,861
4201,4539
2275,4025
1685,3226
5509,3165
1981,1592
2662,2935
2561,508
2190,2746
3692,926
933,4621
3808,1235
2546,5380
1331,393
2610,2300
3536,2637
5849,5143
1320,185
1340,100
3408,3847
2142,4294
3465,1096
170,2894
5803,5100
840,1187
5209,3485
2322,1276
3820,6060
1406,2965
5394,5538
3017,1522
970,1741
273,2683
3262,762
4303,3707
4523,5263
2786,1904
4474,2229
1001,1281
4910,5883
4213,4238
2271,6047
2794,3209
3236,5457
4769,1563
4782,1939
1158,1305
5234,5761
902,2545
4911,2942
3100,5521
3496,3829
2442,736
2060,3168
2878,4283
1191,256
3010,4035
1228,3440
4644,3931
4170,4975
3301,1284
502,4092
2991,4351
1443,2139
622,4866
2326,715
1430,4563
4193,1805
5259,1687
217,1414
4623,4298
2680,149
5485,5214
5755,2962
463,5044
2855,5065
3808,1919
5879,745
664,53
2863,4977
5336,2243
2815,1389
2864,3719
4766,1600
3198,838
1815,539
6003,527
5040,4853
2641,5542
5232,1791
2344,599
5790,1146
2875,1562
6030,2920
1618,3265
4940,2889
1497,755
3747,2803
2478,88
3854,2669
63,999
6113,3839
3089,1549
73,1396
927,376
574,1176
3674,1982
2519,5168
5835,3441
1331,3762
314,3027
5008,3480
756,515
2818,3194
5509,3485
5405,4891
2152,1972
5862,623
4308,3962
4855,3729
5510,4704
69,3521
4105,1682
2038,2499
2786,1273
4832,2122
4597,4773
5057,3284
1574,5276
4183,5314
882,5760
5905,877
2095,4010
4807,3624
1628,1168
5582,5426
6118,550
1108,1375
139,5866
4190,2427
4107,3262
387,1165
3654,4222
4776,5395
2541,4572
1369,2536
5648,1551
680,732
2786,5271
2321,2446
3579,1720
1474,5039
4799,3535
3187,5247
4850,5469
6108,2713
4554,1713
741,1643
294,5051
3846,3134
1276,6070
5785,2096
5373,2977
4552,836
3038,6088
2283,6097
532,4481
69,5042
2858,5638
217,5399
415,5098
1707,5109
2688,2350
1260,804
3214,1222
485,3325
5488,2904
4450,2591
5687,4717
91,4074
5234,839
5470,4110
677,3713
3202,2931
975,3006
3049,3861
233,696
1064,5469
4956,136
4333,5695
45,5223
4689,4980
354,281
4356,1261
1196,3189
2627,4461
3565,1188
1331,357
2282,2860
2840,1662
1304,4627
5496,5656
2237,2133
1478,5318
5422,1710
221,2878
105,259
3277,5887
3990,692
3516,299
2304,5149
2180,1096
800,3148
3549,712
4575,4512
2570,1997
4996,3308
559,5111
4846,2709
1348,2365
3947,4573
746,710
3528,351
1337,3963
4445,746
4370,4819
4686,5625
5098,4112
5790,898
4243,2814
1795,5130
1939,994
5622,4572
5917,31
6015,2981
441,5623
2710,2902
5400,3394
1628,5606
530,3683
1046,5913
5621,4425
5706,779
4177,5044
2379,4709
3358,5427
